AttendanceID,StudentID,CourseID,Date,AttendanceStatus,Date_Year,Date_Month,Date_Day,Date_DayOfWeek
8145,2824,COURSE3,,Absent,2022,1,13,0
8146,1719,COURSE46,,Absent,2021,1,29,5
8147,2823,COURSE22,,Absent,2020,6,13,5
8148,2925,COURSE47,,Absent,2022,2,26,2
8149,2007,COURSE44,,Present,2023,8,28,1
8150,2055,COURSE26,,Present,2023,1,23,5
8151,2880,COURSE47,,Absent,2024,7,14,1
8152,1460,COURSE16,,Present,2024,3,12,0
8153,1537,COURSE49,,Present,2020,4,18,1
8154,1182,COURSE31,,Absent,2023,2,21,2
8155,1829,COURSE45,,Absent,2020,7,27,5
8156,2440,COURSE38,,Present,2024,12,25,6
8157,2447,COURSE40,,Present,2023,4,9,2
8158,2247,COURSE17,,Present,2022,11,8,6
8159,2273,COURSE7,,Present,2020,9,29,6
8160,1510,COURSE48,,Absent,2020,11,5,3
8161,2326,COURSE38,,Present,2021,12,30,3
8162,1941,COURSE43,,Present,2022,7,14,2
8163,2299,COURSE47,,Absent,2024,11,14,0
8164,1930,COURSE49,,Present,2024,3,20,2
8165,1044,COURSE46,,Present,2024,12,21,4
8166,1483,COURSE17,,Absent,2023,12,8,6
8167,1594,COURSE22,,Present,2024,6,6,3
8168,2481,COURSE37,,Present,2021,2,2,1
8169,1424,COURSE33,,Absent,2020,7,14,6
8170,1858,COURSE32,,Present,2022,7,21,1
8171,1089,COURSE9,,Absent,2024,5,6,5
8172,2589,COURSE8,,Absent,2024,6,23,4
8173,1546,COURSE47,,Present,2024,5,24,0
8174,2047,COURSE19,,Absent,2021,8,7,4
8175,2391,COURSE29,,Absent,2024,7,21,2
8176,1466,COURSE19,,Present,2023,4,27,1
8177,1479,COURSE20,,Absent,2020,9,27,4
8178,2088,COURSE4,,Present,2021,10,18,4
8179,2608,COURSE13,,Absent,2023,7,31,4
8180,1817,COURSE26,,Absent,2020,5,10,5
8181,1479,COURSE33,,Absent,2022,1,13,2
8182,1956,COURSE5,,Present,2021,2,29,0
8183,2138,COURSE38,,Present,2022,12,30,6
8184,2021,COURSE9,,Absent,2023,8,14,0
8185,1452,COURSE17,,Present,2024,8,23,0
8186,1338,COURSE15,,Absent,2020,7,19,4
8187,2462,COURSE36,,Absent,2021,9,23,1
8188,1275,COURSE5,,Present,2020,4,6,2
8189,2913,COURSE5,,Absent,2020,9,14,1
8190,1560,COURSE13,,Present,2024,10,18,3
8191,2271,COURSE25,,Present,2022,3,9,2
8192,1456,COURSE18,,Absent,2022,8,18,5
8193,2015,COURSE17,,Absent,2024,9,10,1
8194,1169,COURSE41,,Present,2021,3,13,3
8195,2151,COURSE21,,Absent,2022,5,26,3
8196,1052,COURSE24,,Present,2022,7,11,5
8197,2382,COURSE8,,Present,2022,8,2,4
8198,1838,COURSE42,,Absent,2021,9,1,3
8199,2965,COURSE8,,Present,2023,11,5,4
8200,2262,COURSE47,,Absent,2023,9,20,4
8201,1511,COURSE32,,Present,2020,9,16,2
8202,1959,COURSE42,,Present,2020,6,20,3
8203,1544,COURSE19,,Present,2020,7,21,4
8204,2222,COURSE15,,Present,2022,2,31,1
8205,1775,COURSE11,,Absent,2020,8,11,4
8206,2482,COURSE4,,Absent,2023,8,1,2
8207,2588,COURSE20,,Present,2022,1,21,5
8208,2444,COURSE28,,Absent,2020,5,11,5
8209,1282,COURSE4,,Absent,2022,6,31,2
8210,2068,COURSE43,,Absent,2022,6,20,5
8211,2252,COURSE38,,Absent,2020,6,8,2
8212,1929,COURSE20,,Absent,2020,5,24,5
8213,1287,COURSE10,,Present,2022,7,3,6
8214,1579,COURSE19,,Present,2024,6,28,1
8215,1430,COURSE24,,Present,2021,10,26,2
8216,1894,COURSE24,,Absent,2024,9,6,0
8217,2399,COURSE42,,Present,2021,12,20,4
8218,2236,COURSE39,,Absent,2024,11,2,4
8219,2944,COURSE48,,Present,2024,7,14,4
8220,2677,COURSE16,,Present,2020,4,6,3
8221,1762,COURSE27,,Absent,2023,9,22,6
8222,2560,COURSE25,,Absent,2021,8,28,1
8223,1706,COURSE1,,Present,2020,9,20,1
8224,1588,COURSE44,,Absent,2020,2,2,3
8225,1018,COURSE4,,Present,2020,1,2,4
8226,2366,COURSE24,,Absent,2023,8,16,0
8227,2897,COURSE37,,Present,2021,3,4,5
8228,2622,COURSE36,,Absent,2022,9,6,5
8229,2022,COURSE3,,Absent,2023,6,21,4
8230,2214,COURSE12,,Present,2023,3,5,4
8231,1214,COURSE43,,Present,2024,6,17,1
8232,2941,COURSE44,,Absent,2024,9,29,0
8233,2683,COURSE42,,Absent,2024,3,10,5
8234,1925,COURSE37,,Absent,2024,2,11,0
8235,2736,COURSE12,,Absent,2020,9,7,5
8236,2483,COURSE22,,Absent,2023,6,22,4
8237,2480,COURSE35,,Present,2022,10,16,3
8238,2012,COURSE30,,Absent,2020,2,19,4
8239,1676,COURSE36,,Present,2024,6,3,3
8240,2027,COURSE50,,Present,2021,1,8,2
8241,1681,COURSE35,,Present,2023,3,11,6
8242,1790,COURSE21,,Present,2022,8,19,2
8243,1839,COURSE22,,Absent,2022,5,19,6
8244,1263,COURSE22,,Present,2024,8,12,3
8245,1864,COURSE49,,Present,2021,1,6,2
8246,1346,COURSE39,,Absent,2024,12,13,3
8247,1288,COURSE14,,Present,2024,4,30,4
8248,2173,COURSE47,,Absent,2021,7,17,1
8249,1907,COURSE22,,Absent,2022,12,12,3
8250,1030,COURSE8,,Absent,2022,10,20,1
8251,1613,COURSE30,,Present,2023,9,27,6
8252,1676,COURSE2,,Present,2023,7,26,3
8253,2097,COURSE10,,Absent,2024,7,31,1
8254,1154,COURSE13,,Absent,2020,7,20,1
8255,1551,COURSE16,,Present,2024,2,26,3
8256,2521,COURSE47,,Present,2020,4,29,4
8257,2212,COURSE46,,Absent,2022,6,2,0
8258,1091,COURSE19,,Present,2021,7,20,1
8259,1678,COURSE34,,Present,2024,9,9,1
8260,1444,COURSE11,,Absent,2023,1,23,4
8261,2338,COURSE25,,Absent,2020,9,2,5
8262,1903,COURSE3,,Present,2023,4,6,3
8263,1464,COURSE10,,Absent,2022,9,28,5
8264,1979,COURSE32,,Absent,2024,9,28,0
8265,1274,COURSE38,,Absent,2022,12,21,6
8266,1880,COURSE13,,Absent,2022,9,25,6
8267,2492,COURSE30,,Present,2020,2,27,0
8268,1199,COURSE30,,Absent,2024,5,10,5
8269,1763,COURSE10,,Absent,2023,3,13,0
8270,2174,COURSE27,,Present,2022,8,3,2
8271,1985,COURSE22,,Present,2022,7,25,4
8272,1392,COURSE45,,Present,2024,8,4,3
8273,1897,COURSE36,,Absent,2020,6,2,4
8274,1790,COURSE1,,Absent,2024,6,6,3
8275,1065,COURSE23,,Absent,2021,9,13,2
8276,2341,COURSE19,,Present,2024,7,29,4
8277,1988,COURSE6,,Present,2023,4,11,1
8278,1026,COURSE2,,Present,2022,10,4,0
8279,2999,COURSE17,,Absent,2023,4,27,5
8280,2612,COURSE15,,Present,2024,8,5,3
8281,1508,COURSE37,,Present,2020,7,5,1
8282,2160,COURSE18,,Present,2023,2,24,5
8283,1314,COURSE27,,Absent,2022,7,26,3
8284,2220,COURSE11,,Absent,2020,4,12,5
8285,2946,COURSE13,,Present,2020,4,25,1
8286,2163,COURSE48,,Present,2023,4,12,5
8287,1377,COURSE22,,Present,2023,9,5,4
8288,2181,COURSE47,,Present,2022,4,4,3
8289,1400,COURSE46,,Absent,2020,8,4,4
8290,1582,COURSE34,,Present,2023,8,16,4
8291,1752,COURSE26,,Present,2024,5,16,1
8292,2045,COURSE20,,Present,2023,4,8,0
8293,1404,COURSE1,,Absent,2020,12,22,3
8294,2784,COURSE6,,Absent,2022,6,9,5
8295,1802,COURSE7,,Present,2020,10,23,1
8296,1430,COURSE13,,Absent,2020,6,4,3
8297,2123,COURSE22,,Absent,2022,4,25,0
8298,1009,COURSE31,,Absent,2024,7,3,5
8299,2276,COURSE34,,Absent,2021,10,23,4
8300,1948,COURSE40,,Absent,2023,2,6,6
8301,1826,COURSE23,,Absent,2022,4,24,1
8302,1205,COURSE15,,Present,2020,5,7,1
8303,1983,COURSE24,,Absent,2024,6,13,1
8304,2607,COURSE32,,Absent,2021,3,20,0
8305,1265,COURSE33,,Present,2024,4,23,3
8306,1761,COURSE27,,Absent,2021,8,26,5
8307,1535,COURSE40,,Absent,2021,10,29,4
8308,2840,COURSE48,,Absent,2023,5,18,1
8309,1871,COURSE17,,Absent,2020,7,8,1
8310,1446,COURSE40,,Present,2020,3,21,0
8311,2061,COURSE12,,Present,2021,1,23,1
8312,2902,COURSE22,,Absent,2021,6,30,4
8313,1908,COURSE8,,Absent,2024,11,18,2
8314,1842,COURSE46,,Present,2022,8,13,5
8315,1107,COURSE4,,Present,2023,8,30,0
8316,2234,COURSE47,,Present,2023,6,12,2
8317,1878,COURSE40,,Absent,2022,11,20,0
8318,1087,COURSE22,,Absent,2023,5,9,6
8319,2606,COURSE20,,Present,2022,11,26,6
8320,2859,COURSE26,,Present,2024,10,16,0
8321,2251,COURSE22,,Absent,2023,1,10,2
8322,2553,COURSE15,,Present,2023,11,11,2
8323,1864,COURSE10,,Absent,2020,1,10,5
8324,1111,COURSE4,,Present,2020,1,30,1
8325,1446,COURSE36,,Absent,2022,2,26,5
8326,1118,COURSE16,,Present,2023,5,19,2
8327,1187,COURSE26,,Absent,2021,12,9,2
8328,1627,COURSE14,,Present,2021,9,16,2
8329,1227,COURSE39,,Absent,2022,6,26,3
8330,1289,COURSE12,,Present,2020,12,31,0
8331,2451,COURSE31,,Absent,2020,11,12,0
8332,1109,COURSE3,,Absent,2023,12,22,5
8333,1646,COURSE4,,Absent,2023,11,8,4
8334,1276,COURSE30,,Absent,2023,5,17,2
8335,2323,COURSE41,,Present,2022,11,6,2
8336,2984,COURSE49,,Absent,2020,4,27,5
8337,2194,COURSE36,,Absent,2023,10,10,5
8338,2833,COURSE49,,Present,2020,12,25,6
8339,1544,COURSE2,,Present,2024,6,22,2
8340,1925,COURSE17,,Absent,2020,6,30,4
8341,2383,COURSE47,,Present,2022,1,10,5
8342,2192,COURSE24,,Absent,2024,1,23,0
8343,2348,COURSE38,,Present,2020,10,10,2
8344,1340,COURSE28,,Absent,2021,9,25,3
8345,1868,COURSE16,,Absent,2024,4,16,2
8346,2131,COURSE42,,Absent,2022,8,29,6
8347,2546,COURSE38,,Absent,2021,8,6,0
8348,2346,COURSE6,,Present,2022,2,21,2
8349,2472,COURSE44,,Present,2021,12,8,4
8350,2259,COURSE19,,Present,2022,8,11,0
8351,1964,COURSE44,,Absent,2024,8,14,0
8352,2042,COURSE36,,Absent,2024,6,31,1
8353,2915,COURSE8,,Absent,2023,7,23,2
8354,2840,COURSE8,,Present,2023,4,5,3
8355,2945,COURSE32,,Absent,2023,9,23,3
8356,2227,COURSE26,,Absent,2022,1,26,3
8357,1771,COURSE10,,Present,2022,6,22,4
8358,1998,COURSE33,,Present,2023,4,19,5
8359,1651,COURSE3,,Present,2023,6,16,5
8360,1062,COURSE28,,Absent,2024,10,14,6
8361,1993,COURSE45,,Present,2023,10,11,2
8362,1219,COURSE40,,Present,2020,4,16,4
8363,1901,COURSE19,,Absent,2024,6,31,3
8364,2937,COURSE2,,Present,2022,3,12,4
8365,2666,COURSE45,,Absent,2020,12,2,0
8366,1876,COURSE7,,Present,2020,1,31,6
8367,2009,COURSE45,,Present,2022,3,16,0
8368,2220,COURSE40,,Present,2021,12,7,4
8369,1921,COURSE10,,Present,2021,10,2,0
8370,1897,COURSE30,,Absent,2023,6,17,1
8371,1012,COURSE46,,Present,2021,7,10,5
8372,2210,COURSE8,,Absent,2020,4,17,6
8373,1050,COURSE36,,Absent,2023,7,23,1
8374,1862,COURSE22,,Absent,2024,9,26,2
8375,1827,COURSE41,,Absent,2021,2,25,4
8376,1192,COURSE15,,Absent,2020,4,3,5
8377,1527,COURSE24,,Absent,2021,5,19,0
8378,2341,COURSE37,,Absent,2022,4,23,5
8379,1724,COURSE32,,Absent,2020,9,19,0
8380,2295,COURSE30,,Present,2020,5,21,0
8381,1497,COURSE21,,Absent,2023,10,5,0
8382,1973,COURSE42,,Absent,2021,2,19,6
8383,1961,COURSE35,,Present,2024,6,11,2
8384,1325,COURSE34,,Absent,2023,12,13,2
8385,2717,COURSE11,,Absent,2021,7,17,5
8386,1791,COURSE9,,Present,2023,12,23,4
8387,1119,COURSE27,,Present,2021,8,8,3
8388,1048,COURSE4,,Absent,2023,8,2,5
8389,1068,COURSE39,,Present,2023,7,7,5
8390,1673,COURSE36,,Absent,2024,5,10,5
8391,1078,COURSE17,,Present,2023,9,24,4
8392,1735,COURSE32,,Absent,2024,3,20,1
8393,2070,COURSE13,,Present,2022,12,7,5
8394,2021,COURSE33,,Absent,2020,1,27,4
8395,1464,COURSE12,,Absent,2020,12,2,4
8396,2519,COURSE12,,Absent,2023,12,26,1
8397,2962,COURSE24,,Present,2024,1,7,1
8398,2981,COURSE36,,Absent,2023,10,23,0
8399,2700,COURSE18,,Present,2021,5,25,1
8400,2835,COURSE12,,Absent,2020,9,9,3
8401,2078,COURSE3,,Absent,2022,5,16,1
8402,1236,COURSE4,,Absent,2020,12,28,4
8403,2347,COURSE28,,Present,2022,11,13,1
8404,1064,COURSE3,,Absent,2024,4,9,4
8405,2045,COURSE7,,Absent,2023,10,27,6
8406,1530,COURSE17,,Present,2022,2,4,6
8407,1383,COURSE15,,Present,2023,3,29,6
8408,2690,COURSE3,,Absent,2022,1,5,4
8409,2141,COURSE1,,Absent,2022,12,16,1
8410,1679,COURSE42,,Present,2020,12,30,5
8411,1149,COURSE40,,Present,2024,3,26,2
8412,1431,COURSE44,,Absent,2021,8,24,4
8413,1798,COURSE18,,Absent,2021,7,30,6
8414,1684,COURSE3,,Present,2020,6,27,1
8415,2863,COURSE35,,Absent,2023,8,12,1
8416,1826,COURSE3,,Absent,2021,8,6,1
8417,2496,COURSE7,,Absent,2023,12,29,0
8418,2049,COURSE33,,Present,2022,7,31,6
8419,2264,COURSE17,,Absent,2021,8,7,1
8420,2995,COURSE42,,Present,2022,4,15,5
8421,2782,COURSE14,,Absent,2024,2,19,4
8422,2413,COURSE5,,Absent,2022,4,7,4
8423,2050,COURSE3,,Absent,2021,8,28,3
8424,1218,COURSE34,,Absent,2024,9,12,4
8425,1308,COURSE10,,Absent,2023,1,29,4
8426,1699,COURSE4,,Present,2021,6,23,6
8427,2174,COURSE17,,Absent,2023,4,11,2
8428,2610,COURSE11,,Present,2021,2,24,0
8429,2794,COURSE27,,Absent,2020,12,13,6
8430,1654,COURSE36,,Present,2022,6,29,1
8431,2802,COURSE1,,Absent,2021,10,27,5
8432,1433,COURSE14,,Present,2023,10,26,3
8433,1391,COURSE6,,Absent,2024,3,10,3
8434,1988,COURSE6,,Absent,2021,4,24,0
8435,2379,COURSE44,,Present,2023,12,18,6
8436,2762,COURSE27,,Absent,2024,1,1,3
8437,2158,COURSE39,,Absent,2023,5,8,1
8438,2883,COURSE33,,Absent,2020,7,30,1
8439,2064,COURSE49,,Absent,2024,10,26,3
8440,2079,COURSE24,,Present,2023,6,25,0
8441,1774,COURSE11,,Present,2022,6,17,0
8442,1008,COURSE41,,Absent,2020,12,30,4
8443,1637,COURSE10,,Present,2021,6,18,6
8444,1638,COURSE38,,Present,2021,4,27,2
8445,2103,COURSE33,,Absent,2023,7,26,4
8446,2430,COURSE15,,Present,2021,3,10,3
8447,1070,COURSE46,,Absent,2021,2,14,1
8448,1981,COURSE3,,Absent,2023,1,28,4
8449,1755,COURSE23,,Present,2024,8,20,6
8450,1398,COURSE18,,Present,2022,11,13,1
8451,2983,COURSE40,,Absent,2021,12,24,5
8452,1002,COURSE33,,Absent,2023,10,31,4
8453,1390,COURSE35,,Absent,2021,12,24,5
8454,1084,COURSE37,,Present,2021,10,22,6
8455,1214,COURSE18,,Present,2020,10,5,3
8456,2071,COURSE43,,Present,2021,6,2,6
8457,2360,COURSE20,,Present,2020,9,2,1
8458,1608,COURSE47,,Present,2022,3,25,3
8459,2178,COURSE23,,Present,2022,2,25,1
8460,1307,COURSE9,,Present,2020,6,6,3
8461,2461,COURSE22,,Absent,2021,12,22,1
8462,2325,COURSE16,,Absent,2023,8,20,4
8463,1200,COURSE11,,Present,2024,2,17,5
8464,1560,COURSE40,,Absent,2023,1,6,6
8465,1128,COURSE43,,Present,2022,8,8,2
8466,2988,COURSE6,,Absent,2020,11,3,6
8467,1557,COURSE41,,Present,2022,10,17,0
8468,1691,COURSE41,,Present,2021,12,10,3
8469,1907,COURSE13,,Absent,2023,4,5,5
8470,2729,COURSE13,,Absent,2021,12,13,2
8471,2368,COURSE45,,Present,2021,5,3,5
8472,2194,COURSE25,,Present,2024,1,26,5
8473,2716,COURSE29,,Present,2022,11,5,2
8474,2060,COURSE36,,Present,2022,9,31,4
8475,2699,COURSE34,,Absent,2021,5,31,0
8476,1570,COURSE17,,Present,2023,1,24,2
8477,2227,COURSE23,,Absent,2021,10,12,6
8478,1440,COURSE39,,Absent,2023,5,23,0
8479,2258,COURSE8,,Absent,2021,9,15,5
8480,1674,COURSE2,,Present,2022,9,21,1
8481,1927,COURSE39,,Absent,2023,9,2,6
8482,1340,COURSE17,,Absent,2021,12,27,2
8483,1635,COURSE36,,Absent,2020,10,18,6
8484,1824,COURSE29,,Absent,2020,1,7,0
8485,2993,COURSE14,,Present,2021,11,5,4
8486,2032,COURSE46,,Present,2023,8,24,2
8487,1493,COURSE16,,Absent,2022,11,13,6
8488,1632,COURSE39,,Present,2024,3,20,3
8489,1382,COURSE20,,Present,2021,9,13,1
8490,2271,COURSE31,,Present,2021,5,11,0
8491,1178,COURSE29,,Absent,2024,11,21,3
8492,1486,COURSE22,,Present,2021,12,22,1
8493,1366,COURSE22,,Present,2024,8,8,2
8494,2162,COURSE8,,Present,2022,12,7,2
8495,1282,COURSE18,,Present,2024,11,17,2
8496,2029,COURSE1,,Present,2020,9,26,2
8497,1788,COURSE40,,Present,2023,1,25,5
8498,2807,COURSE4,,Present,2024,3,13,4
8499,2383,COURSE34,,Absent,2020,9,29,2
8500,1159,COURSE2,,Absent,2023,5,5,4
8501,2109,COURSE28,,Absent,2024,4,25,4
8502,2954,COURSE2,,Absent,2021,5,19,2
8503,1076,COURSE37,,Present,2023,4,14,6
8504,1477,COURSE47,,Present,2021,2,26,5
8505,2057,COURSE39,,Present,2020,3,10,3
8506,1119,COURSE33,,Present,2024,8,23,0
8507,2036,COURSE9,,Present,2022,11,10,0
8508,2692,COURSE20,,Present,2022,4,7,2
8509,2594,COURSE46,,Present,2020,8,30,2
8510,1635,COURSE45,,Present,2024,9,30,4
8511,2731,COURSE3,,Present,2023,11,10,0
8512,1727,COURSE6,,Absent,2020,7,25,5
8513,1686,COURSE7,,Present,2024,6,2,3
8514,2983,COURSE4,,Present,2020,10,18,0
8515,1590,COURSE38,,Absent,2020,4,23,5
8516,1752,COURSE28,,Absent,2022,8,2,2
8517,1511,COURSE43,,Absent,2020,10,4,3
8518,2724,COURSE45,,Present,2022,9,7,6
8519,1018,COURSE22,,Absent,2023,2,8,2
8520,2422,COURSE46,,Absent,2021,2,27,0
8521,2754,COURSE3,,Absent,2023,8,27,5
8522,2478,COURSE29,,Present,2024,7,16,4
8523,2973,COURSE42,,Present,2023,5,4,0
8524,1705,COURSE31,,Absent,2020,9,8,2
8525,2245,COURSE14,,Absent,2021,12,19,6
8526,1773,COURSE26,,Present,2020,8,20,4
8527,1071,COURSE26,,Absent,2020,11,25,1
8528,2838,COURSE9,,Absent,2023,11,18,0
8529,1845,COURSE39,,Absent,2020,8,2,5
8530,1038,COURSE47,,Absent,2021,7,12,4
8531,1948,COURSE40,,Present,2023,6,20,0
8532,1026,COURSE13,,Absent,2021,5,17,2
8533,2836,COURSE18,,Present,2020,2,13,3
8534,1037,COURSE27,,Absent,2021,10,7,3
8535,2942,COURSE32,,Present,2020,8,9,4
8536,2570,COURSE14,,Absent,2020,6,30,2
8537,1698,COURSE26,,Absent,2020,2,28,3
8538,2645,COURSE17,,Present,2022,3,26,3
8539,2214,COURSE24,,Present,2021,8,30,5
8540,2025,COURSE47,,Present,2021,10,18,1
8541,1990,COURSE49,,Present,2020,8,31,6
8542,2538,COURSE47,,Present,2024,7,13,5
8543,2042,COURSE11,,Absent,2024,10,22,4
8544,1263,COURSE7,,Present,2021,9,23,0
8545,1951,COURSE34,,Absent,2023,8,6,2
8546,2656,COURSE6,,Absent,2024,12,24,1
8547,1110,COURSE3,,Absent,2021,1,12,5
8548,1121,COURSE14,,Absent,2022,8,16,1
8549,2336,COURSE14,,Present,2021,4,18,2
8550,1601,COURSE28,,Absent,2022,8,2,0
8551,1573,COURSE6,,Absent,2021,1,4,2
8552,2219,COURSE24,,Present,2022,9,30,2
8553,2172,COURSE36,,Present,2022,10,23,2
8554,2449,COURSE43,,Absent,2024,5,20,3
8555,2226,COURSE24,,Absent,2023,6,3,2
8556,1313,COURSE27,,Present,2022,2,3,1
8557,2462,COURSE42,,Absent,2023,9,16,3
8558,1279,COURSE9,,Absent,2024,10,23,4
8559,1630,COURSE4,,Present,2020,1,11,3
8560,2766,COURSE24,,Present,2023,7,5,5
8561,1480,COURSE22,,Absent,2022,2,12,5
8562,2341,COURSE15,,Present,2020,9,16,5
8563,2051,COURSE28,,Absent,2020,4,29,5
8564,1270,COURSE31,,Absent,2023,10,26,3
8565,2377,COURSE26,,Present,2021,9,21,2
8566,2962,COURSE39,,Absent,2024,4,5,6
8567,1245,COURSE25,,Absent,2023,7,11,5
8568,1763,COURSE20,,Present,2021,3,25,6
8569,1164,COURSE22,,Absent,2022,10,18,1
8570,2379,COURSE49,,Absent,2022,3,25,0
8571,1781,COURSE6,,Absent,2022,12,20,2
8572,2184,COURSE46,,Absent,2021,6,10,4
8573,1841,COURSE24,,Absent,2021,9,9,4
8574,2779,COURSE2,,Absent,2023,11,19,0
8575,1234,COURSE48,,Present,2021,2,15,4
8576,2034,COURSE47,,Absent,2024,10,24,4
8577,2982,COURSE39,,Absent,2020,10,5,2
8578,2602,COURSE9,,Present,2022,1,7,1
8579,1341,COURSE48,,Absent,2020,8,29,2
8580,1672,COURSE5,,Absent,2024,6,20,5
8581,1356,COURSE14,,Present,2023,3,1,0
8582,1723,COURSE43,,Absent,2022,1,31,0
8583,2589,COURSE12,,Absent,2021,6,6,5
8584,1448,COURSE41,,Absent,2022,5,25,5
8585,1704,COURSE21,,Absent,2022,4,20,2
8586,2363,COURSE12,,Present,2020,3,15,5
8587,2322,COURSE36,,Absent,2023,1,30,2
8588,2279,COURSE46,,Present,2020,7,29,3
8589,1291,COURSE42,,Present,2022,4,30,1
8590,1722,COURSE26,,Present,2022,6,14,5
8591,1126,COURSE37,,Present,2022,12,9,3
8592,2781,COURSE4,,Present,2021,11,19,3
8593,2900,COURSE15,,Absent,2021,8,28,5
8594,2028,COURSE41,,Absent,2021,3,20,3
8595,2108,COURSE46,,Absent,2022,8,11,4
8596,2419,COURSE33,,Present,2022,8,22,0
8597,2047,COURSE8,,Absent,2024,3,28,5
8598,2287,COURSE19,,Present,2024,7,8,2
8599,1018,COURSE1,,Absent,2023,5,18,5
8600,2282,COURSE36,,Present,2021,6,13,1
8601,2597,COURSE3,,Absent,2021,4,6,5
8602,1288,COURSE46,,Present,2023,5,20,5
8603,2629,COURSE1,,Absent,2024,8,29,5
8604,1268,COURSE15,,Absent,2020,8,30,1
8605,1823,COURSE29,,Present,2024,7,8,5
8606,2908,COURSE16,,Absent,2024,10,29,4
8607,1574,COURSE19,,Absent,2022,10,6,1
8608,2052,COURSE41,,Present,2020,7,25,2
8609,1715,COURSE23,,Absent,2021,6,1,3
8610,2064,COURSE46,,Absent,2023,3,14,4
8611,1112,COURSE6,,Present,2023,8,4,0
8612,1949,COURSE11,,Absent,2023,4,10,1
8613,2445,COURSE16,,Present,2022,12,22,5
8614,1840,COURSE21,,Present,2020,8,23,3
8615,1238,COURSE33,,Present,2020,1,11,0
8616,2423,COURSE5,,Absent,2022,11,28,3
8617,2858,COURSE27,,Present,2020,2,23,2
8618,2163,COURSE3,,Present,2024,11,13,3
8619,1388,COURSE22,,Present,2021,12,30,4
8620,2445,COURSE39,,Absent,2021,1,8,5
8621,2835,COURSE35,,Present,2024,12,25,5
8622,1656,COURSE24,,Present,2020,8,30,2
8623,2709,COURSE2,,Present,2023,8,15,6
8624,2280,COURSE20,,Absent,2023,12,29,3
8625,1295,COURSE18,,Absent,2023,9,4,5
8626,1628,COURSE4,,Present,2024,12,29,3
8627,2388,COURSE35,,Absent,2023,8,24,2
8628,1463,COURSE17,,Present,2023,4,13,0
8629,1580,COURSE42,,Present,2020,10,7,1
8630,2134,COURSE17,,Absent,2024,6,1,6
8631,2549,COURSE13,,Absent,2020,4,3,1
8632,1659,COURSE41,,Absent,2022,5,10,0
8633,1010,COURSE40,,Present,2021,12,9,2
8634,2397,COURSE16,,Absent,2022,3,23,5
8635,2548,COURSE9,,Present,2022,6,2,4
8636,2631,COURSE30,,Present,2024,2,4,3
8637,2076,COURSE38,,Present,2024,9,24,2
8638,1714,COURSE4,,Present,2020,8,22,2
8639,2538,COURSE11,,Present,2024,9,10,0
8640,2140,COURSE6,,Present,2022,9,6,5
8641,2340,COURSE46,,Absent,2020,2,27,2
8642,2104,COURSE22,,Present,2021,9,22,1
8643,1883,COURSE42,,Present,2021,5,23,1
8644,2857,COURSE17,,Absent,2021,10,14,6
8645,1130,COURSE3,,Present,2024,5,22,1
8646,2466,COURSE46,,Present,2024,7,30,4
8647,2610,COURSE6,,Present,2022,7,24,4
8648,1751,COURSE18,,Present,2024,2,18,5
8649,1925,COURSE6,,Absent,2022,7,8,2
8650,2915,COURSE12,,Absent,2022,9,9,6
8651,1610,COURSE42,,Present,2022,8,17,1
8652,2324,COURSE8,,Present,2020,8,8,6
8653,2699,COURSE20,,Present,2021,12,2,1
8654,2811,COURSE26,,Present,2024,3,27,5
8655,1427,COURSE22,,Present,2023,9,5,1
8656,1342,COURSE49,,Present,2023,10,15,1
8657,1384,COURSE22,,Present,2022,9,12,4
8658,1953,COURSE8,,Absent,2021,12,8,4
8659,1308,COURSE2,,Absent,2023,9,30,5
8660,2746,COURSE6,,Absent,2023,12,17,4
8661,1592,COURSE12,,Absent,2024,9,23,5
8662,1509,COURSE5,,Absent,2021,10,14,3
8663,1371,COURSE46,,Absent,2023,12,22,1
8664,1723,COURSE3,,Present,2024,4,1,0
8665,1123,COURSE27,,Absent,2021,5,31,5
8666,2206,COURSE34,,Present,2023,8,18,0
8667,2902,COURSE18,,Present,2024,12,28,0
8668,1767,COURSE4,,Absent,2021,3,19,1
8669,2251,COURSE3,,Present,2024,2,20,4
8670,1853,COURSE17,,Present,2023,11,25,2
8671,1076,COURSE27,,Absent,2020,12,8,4
8672,1989,COURSE36,,Absent,2022,8,22,2
8673,2980,COURSE10,,Present,2020,6,8,1
8674,1615,COURSE8,,Absent,2023,8,9,2
8675,2215,COURSE43,,Present,2021,11,10,5
8676,2788,COURSE47,,Present,2020,11,24,4
8677,2000,COURSE25,,Present,2023,2,30,2
8678,2859,COURSE38,,Present,2024,5,30,2
8679,2099,COURSE22,,Present,2021,5,15,2
8680,1528,COURSE34,,Absent,2023,9,21,0
8681,2074,COURSE3,,Absent,2020,1,29,5
8682,2324,COURSE26,,Present,2023,6,11,4
8683,2472,COURSE39,,Present,2024,12,13,5
8684,2918,COURSE39,,Present,2024,1,8,2
8685,1112,COURSE24,,Absent,2023,1,7,2
8686,2386,COURSE46,,Present,2021,8,25,1
8687,2550,COURSE27,,Present,2023,10,27,6
8688,2168,COURSE12,,Absent,2022,3,2,2
8689,2566,COURSE7,,Present,2024,4,27,4
8690,1107,COURSE3,,Present,2021,7,6,5
