GradeID,StudentID,CourseID,AssignmentType,Score,Date
10582,1134,COURSE59,Midterm,78.0,2022-10-16
10583,1347,COURSE68,Midterm,91.0,2022-03-09
10584,2724,COURSE122,Midterm,79.0,2024-08-22
10585,2417,COURSE123,Midterm,79.0,2022-02-05
10586,1541,COURSE82,Quiz,79.0,2021-12-17
10587,1881,COURSE88,Midterm,73.0,2021-04-12
10588,2631,COURSE66,Assignment,100.0,2023-08-08
10589,2709,COURSE101,Midterm,89.0,2021-06-20
10590,1958,COURSE84,Final Exam,75.0,2024-12-25
10591,2939,COURSE109,Midterm,64.0,2022-09-21
10592,1248,COURSE72,Final Exam,92.0,2021-09-21
10593,1473,COURSE102,Midterm,70.0,2021-09-05
10594,2185,COURSE128,Final Exam,73.0,2022-04-02
10595,1940,COURSE83,Quiz,52.0,2023-11-16
10596,1297,COURSE146,Final Exam,77.0,2021-08-05
10597,2660,COURSE88,Quiz,73.0,2024-08-20
10598,2438,COURSE63,Midterm,59.0,2023-08-10
10599,2536,COURSE51,Quiz,75.0,2022-05-01
10600,2374,COURSE129,Assignment,96.0,2020-08-24
10601,2630,COURSE76,Final Exam,73.0,2022-02-16
10602,1235,COURSE98,Quiz,87.0,2023-03-25
10603,2971,COURSE112,Final Exam,68.0,2024-08-23
10604,1763,COURSE89,Quiz,75.0,2020-08-15
10605,2963,COURSE84,Assignment,100.0,2021-06-18
10606,2243,COURSE83,Quiz,93.0,2023-09-23
10607,1417,COURSE137,Quiz,67.0,2024-08-08
10608,1580,COURSE104,Assignment,66.0,2023-04-06
10609,2330,COURSE66,Midterm,94.0,2022-02-28
10610,2714,COURSE110,Final Exam,74.0,2020-08-28
10611,2473,COURSE77,Quiz,65.0,2024-07-25
10612,1730,COURSE73,Assignment,78.0,2021-08-26
10613,1627,COURSE150,Midterm,53.0,2022-11-17
10614,2737,COURSE126,Midterm,64.0,2020-01-09
10615,1631,COURSE74,Quiz,68.0,2022-07-06
10616,1986,COURSE57,Quiz,91.0,2023-01-14
10617,2518,COURSE135,Quiz,74.0,2021-02-27
10618,1474,COURSE61,Final Exam,74.0,2021-08-13
10619,1205,COURSE75,Assignment,74.0,2024-01-14
10620,1333,COURSE73,Midterm,89.0,2024-06-10
10621,2593,COURSE105,Midterm,83.0,2020-01-19
10622,2735,COURSE120,Assignment,64.0,2024-10-17
10623,1028,COURSE122,Final Exam,89.0,2023-01-12
10624,2804,COURSE67,Quiz,84.0,2020-03-22
10625,1121,COURSE136,Midterm,86.0,2023-08-02
10626,1432,COURSE92,Midterm,82.0,2022-02-24
10627,1787,COURSE126,Assignment,84.0,2024-02-25
10628,2640,COURSE105,Quiz,67.0,2023-11-01
10629,2048,COURSE52,Midterm,78.0,2022-04-14
10630,1629,COURSE116,Quiz,69.0,2024-06-14
10631,2575,COURSE107,Quiz,68.0,2020-04-11
10632,2188,COURSE103,Midterm,58.0,2022-12-07
10633,2462,COURSE70,Midterm,87.0,2022-06-02
10634,1141,COURSE71,Final Exam,78.0,2021-07-27
10635,2169,COURSE141,Final Exam,93.0,2021-12-17
10636,2250,COURSE87,Final Exam,71.0,2020-06-15
10637,1242,COURSE75,Final Exam,68.0,2021-04-02
10638,2886,COURSE87,Quiz,92.0,2022-07-01
10639,2495,COURSE73,Final Exam,100.0,2024-05-21
10640,1912,COURSE73,Midterm,83.0,2023-05-03
10641,1527,COURSE133,Final Exam,66.0,2020-09-24
10642,2301,COURSE68,Final Exam,75.0,2020-07-29
10643,1607,COURSE101,Final Exam,92.0,2021-11-01
10644,2170,COURSE102,Quiz,81.0,2024-11-06
10645,2140,COURSE58,Midterm,86.0,2022-03-18
10646,2870,COURSE62,Midterm,73.0,2023-09-12
10647,1330,COURSE63,Assignment,79.0,2021-09-14
10648,2485,COURSE81,Final Exam,70.0,2020-02-16
10649,2553,COURSE128,Quiz,83.0,2020-07-01
10650,1873,COURSE83,Final Exam,67.0,2022-04-25
10651,1087,COURSE129,Quiz,77.0,2024-07-16
10652,2306,COURSE95,Quiz,73.0,2024-08-28
10653,1401,COURSE60,Midterm,64.0,2024-11-19
10654,1805,COURSE72,Assignment,82.0,2024-06-01
10655,1267,COURSE146,Assignment,76.0,2022-10-10
10656,2996,COURSE58,Quiz,73.0,2023-08-07
10657,1009,COURSE123,Final Exam,88.0,2020-09-06
10658,1332,COURSE130,Final Exam,80.0,2021-07-23
10659,2117,COURSE51,Assignment,86.0,2024-01-03
10660,1735,COURSE61,Quiz,64.0,2020-06-30
10661,2789,COURSE108,Midterm,85.0,2023-04-04
10662,2701,COURSE77,Midterm,82.0,2020-02-07
10663,2038,COURSE62,Quiz,80.0,2021-04-15
10664,2497,COURSE57,Assignment,84.0,2020-01-29
10665,2216,COURSE63,Midterm,72.0,2021-11-10
10666,1990,COURSE58,Final Exam,75.0,2023-02-04
10667,2033,COURSE74,Midterm,83.0,2020-06-12
10668,2474,COURSE146,Assignment,83.0,2021-05-01
10669,1338,COURSE89,Quiz,81.0,2024-04-09
10670,2544,COURSE145,Quiz,77.0,2021-08-16
10671,2863,COURSE120,Midterm,80.0,2020-11-09
10672,2075,COURSE106,Assignment,56.0,2022-11-03
10673,2781,COURSE57,Assignment,53.0,2023-02-19
10674,2549,COURSE149,Assignment,75.0,2020-07-15
10675,2199,COURSE104,Final Exam,71.0,2024-01-27
10676,2296,COURSE81,Midterm,58.0,2024-08-13
10677,2928,COURSE110,Midterm,81.0,2020-08-25
10678,1086,COURSE72,Final Exam,62.0,2020-11-17
10679,2126,COURSE114,Midterm,89.0,2022-12-13
10680,2830,COURSE136,Assignment,70.0,2020-03-29
10681,1624,COURSE135,Assignment,70.0,2021-02-01
10682,1713,COURSE87,Midterm,85.0,2022-09-16
10683,1750,COURSE146,Final Exam,82.0,2022-06-24
10684,1931,COURSE147,Quiz,92.0,2021-09-15
10685,2051,COURSE99,Quiz,77.0,2021-07-16
10686,2438,COURSE146,Quiz,65.0,2021-09-16
10687,1224,COURSE69,Final Exam,63.0,2024-07-27
10688,1289,COURSE100,Midterm,87.0,2023-07-04
10689,1217,COURSE81,Midterm,82.0,2020-06-21
10690,2374,COURSE82,Quiz,89.0,2020-04-04
10691,2111,COURSE111,Quiz,80.0,2023-09-24
10692,2316,COURSE59,Quiz,100.0,2021-08-14
10693,1123,COURSE112,Assignment,95.0,2024-08-02
10694,2790,COURSE92,Assignment,100.0,2023-10-05
10695,2719,COURSE76,Quiz,92.0,2022-02-24
10696,1903,COURSE75,Midterm,85.0,2023-01-25
10697,1569,COURSE74,Assignment,77.0,2022-08-29
10698,2881,COURSE134,Final Exam,91.0,2022-10-23
10699,2147,COURSE125,Midterm,79.0,2022-09-26
10700,2157,COURSE81,Quiz,80.0,2024-10-03
10701,2571,COURSE67,Midterm,100.0,2021-08-21
10702,2512,COURSE108,Quiz,63.0,2024-03-19
10703,2046,COURSE80,Quiz,79.0,2023-10-20
10704,1692,COURSE109,Assignment,91.0,2023-03-15
10705,2112,COURSE130,Final Exam,88.0,2023-12-08
10706,1399,COURSE116,Midterm,70.0,2024-11-21
10707,2769,COURSE92,Midterm,73.0,2020-03-06
10708,1920,COURSE82,Quiz,86.0,2023-04-27
10709,1659,COURSE111,Assignment,76.0,2024-03-13
10710,1492,COURSE104,Midterm,74.0,2023-02-01
10711,2341,COURSE142,Final Exam,85.0,2020-03-13
10712,1496,COURSE104,Midterm,85.0,2022-05-02
10713,2230,COURSE100,Assignment,89.0,2024-02-04
10714,2103,COURSE82,Assignment,57.0,2020-11-29
10715,1433,COURSE53,Final Exam,60.0,2023-08-29
10716,1342,COURSE71,Quiz,58.0,2020-11-03
10717,1272,COURSE128,Final Exam,81.0,2021-01-17
10718,2142,COURSE108,Final Exam,87.0,2021-05-17
10719,1362,COURSE102,Final Exam,75.0,2023-11-23
10720,2618,COURSE77,Midterm,83.0,2024-05-06
10721,1534,COURSE135,Quiz,86.0,2024-02-03
10722,1247,COURSE81,Quiz,84.0,2024-10-16
10723,2459,COURSE138,Assignment,100.0,2020-05-30
10724,2861,COURSE54,Final Exam,74.0,2021-05-21
10725,2276,COURSE131,Midterm,82.0,2020-09-21
10726,2751,COURSE120,Assignment,89.0,2023-11-01
10727,2059,COURSE121,Assignment,79.0,2024-11-03
10728,1725,COURSE147,Midterm,85.0,2023-10-06
10729,1893,COURSE131,Assignment,69.0,2020-11-27
10730,1855,COURSE114,Quiz,75.0,2023-04-17
10731,1196,COURSE90,Assignment,86.0,2022-09-16
10732,2075,COURSE91,Assignment,78.0,2023-06-21
10733,2431,COURSE116,Assignment,78.0,2024-03-25
10734,1830,COURSE60,Final Exam,89.0,2020-12-10
10735,2048,COURSE53,Midterm,63.0,2023-01-16
10736,1032,COURSE99,Midterm,63.0,2022-04-09
10737,1369,COURSE138,Assignment,100.0,2024-04-25
10738,3000,COURSE58,Midterm,60.0,2020-02-21
10739,1314,COURSE103,Midterm,83.0,2020-08-27
10740,2510,COURSE60,Assignment,82.0,2023-01-24
10741,1386,COURSE85,Midterm,72.0,2024-05-28
10742,1709,COURSE108,Assignment,75.0,2021-07-06
10743,1530,COURSE145,Assignment,59.0,2021-03-10
10744,2900,COURSE128,Quiz,87.0,2022-08-19
10745,2249,COURSE138,Quiz,71.0,2021-01-23
10746,1789,COURSE76,Quiz,72.0,2020-06-22
10747,2801,COURSE110,Final Exam,100.0,2022-02-07
10748,1323,COURSE113,Midterm,84.0,2023-09-16
10749,1069,COURSE129,Midterm,89.0,2023-05-11
10750,2038,COURSE115,Quiz,67.0,2023-09-17
10751,2925,COURSE147,Quiz,68.0,2020-05-06
10752,2661,COURSE117,Midterm,61.0,2020-10-05
10753,1757,COURSE144,Midterm,100.0,2024-10-13
10754,1924,COURSE137,Final Exam,88.0,2022-11-29
10755,1611,COURSE109,Midterm,86.0,2022-10-03
10756,1490,COURSE66,Assignment,87.0,2021-06-09
10757,2586,COURSE106,Assignment,80.0,2022-11-04
10758,2120,COURSE88,Assignment,74.0,2022-04-04
10759,1276,COURSE61,Assignment,83.0,2022-09-01
10760,2282,COURSE84,Quiz,82.0,2021-10-30
10761,2748,COURSE141,Quiz,56.0,2023-06-02
10762,2403,COURSE68,Midterm,99.0,2021-01-23
10763,2990,COURSE91,Midterm,74.0,2023-09-24
10764,1698,COURSE133,Midterm,90.0,2024-11-17
10765,2372,COURSE107,Quiz,93.0,2021-08-27
10766,2835,COURSE150,Final Exam,85.0,2022-05-12
10767,2653,COURSE149,Assignment,84.0,2023-08-03
10768,2402,COURSE147,Assignment,82.0,2020-01-31
10769,2215,COURSE123,Assignment,75.0,2022-11-01
10770,1588,COURSE114,Midterm,100.0,2023-07-13
10771,2931,COURSE84,Final Exam,83.0,2022-02-01
10772,2158,COURSE99,Quiz,69.0,2020-07-10
10773,2961,COURSE96,Midterm,97.0,2020-05-18
10774,2190,COURSE74,Midterm,72.0,2020-08-06
10775,2822,COURSE130,Midterm,81.0,2021-04-25
10776,2684,COURSE137,Midterm,63.0,2020-07-01
10777,1091,COURSE51,Quiz,80.0,2022-02-18
10778,2679,COURSE84,Quiz,83.0,2023-12-04
10779,1085,COURSE118,Final Exam,91.0,2023-12-14
10780,1751,COURSE147,Quiz,100.0,2024-09-23
10781,1813,COURSE113,Final Exam,60.0,2023-11-22
10782,2520,COURSE149,Final Exam,69.0,2022-01-30
10783,1097,COURSE104,Assignment,70.0,2020-01-23
10784,1502,COURSE77,Midterm,73.0,2024-06-23
10785,1506,COURSE59,Quiz,80.0,2023-08-01
10786,2149,COURSE120,Assignment,77.0,2022-12-10
10787,1913,COURSE58,Final Exam,86.0,2023-03-22
10788,2620,COURSE57,Quiz,99.0,2024-09-17
10789,2614,COURSE68,Final Exam,100.0,2020-01-08
10790,1051,COURSE72,Final Exam,70.0,2020-04-23
10791,2456,COURSE99,Midterm,79.0,2024-01-07
10792,1293,COURSE150,Assignment,68.0,2022-01-10
10793,2665,COURSE109,Final Exam,70.0,2022-11-03
10794,2163,COURSE143,Midterm,91.0,2023-10-18
10795,1137,COURSE79,Quiz,78.0,2023-09-10
10796,2894,COURSE107,Midterm,88.0,2021-10-07
10797,1739,COURSE56,Final Exam,97.0,2022-02-06
10798,1524,COURSE78,Final Exam,78.0,2022-07-03
10799,2421,COURSE76,Assignment,85.0,2020-02-13
10800,1848,COURSE101,Quiz,82.0,2022-06-14
10801,2528,COURSE112,Assignment,75.0,2021-07-07
10802,1789,COURSE121,Midterm,74.0,2024-10-31
10803,2349,COURSE91,Quiz,66.0,2021-11-05
10804,1293,COURSE80,Final Exam,88.0,2024-09-02
10805,1046,COURSE128,Assignment,85.0,2021-11-29
10806,1779,COURSE141,Quiz,79.0,2023-07-18
10807,1827,COURSE125,Midterm,88.0,2020-01-01
10808,2025,COURSE104,Midterm,97.0,2021-04-07
10809,2496,COURSE130,Final Exam,81.0,2022-01-29
10810,2865,COURSE119,Assignment,81.0,2024-09-28
10811,2200,COURSE97,Midterm,66.0,2023-07-18
10812,1948,COURSE75,Midterm,86.0,2021-12-24
10813,1406,COURSE82,Quiz,67.0,2023-12-12
10814,2036,COURSE103,Final Exam,82.0,2024-09-10
10815,1569,COURSE132,Quiz,84.0,2023-11-14
10816,1998,COURSE111,Quiz,83.0,2023-08-14
10817,2078,COURSE134,Midterm,92.0,2022-01-11
10818,1577,COURSE127,Midterm,100.0,2024-11-17
10819,2738,COURSE68,Final Exam,83.0,2023-07-14
10820,1388,COURSE93,Final Exam,89.0,2020-01-12
10821,1643,COURSE136,Final Exam,79.0,2021-09-20
10822,1350,COURSE69,Assignment,85.0,2020-11-29
10823,1067,COURSE115,Assignment,82.0,2021-08-04
10824,2200,COURSE79,Final Exam,84.0,2022-10-16
10825,1735,COURSE60,Final Exam,60.0,2023-12-14
10826,2151,COURSE75,Quiz,59.0,2024-09-23
10827,1124,COURSE104,Midterm,60.0,2023-11-16
10828,1824,COURSE98,Midterm,64.0,2021-01-22
10829,1005,COURSE71,Quiz,93.0,2024-04-26
10830,2747,COURSE102,Assignment,74.0,2023-01-06
10831,2637,COURSE95,Quiz,68.0,2021-07-14
10832,1302,COURSE59,Assignment,76.0,2020-11-29
10833,2181,COURSE58,Final Exam,91.0,2021-03-12
10834,1698,COURSE61,Final Exam,67.0,2023-09-22
10835,2806,COURSE87,Midterm,95.0,2022-02-22
10836,1637,COURSE123,Assignment,76.0,2023-03-27
10837,1675,COURSE145,Final Exam,61.0,2024-04-14
10838,1623,COURSE76,Midterm,74.0,2022-09-12
10839,2924,COURSE122,Final Exam,86.0,2024-06-12
10840,1221,COURSE51,Midterm,91.0,2023-06-11
10841,1697,COURSE110,Midterm,94.0,2022-02-14
10842,1825,COURSE109,Quiz,98.0,2021-06-25
10843,2050,COURSE122,Final Exam,62.0,2023-03-25
10844,2220,COURSE120,Final Exam,82.0,2022-11-27
10845,1054,COURSE54,Midterm,89.0,2022-01-08
10846,1484,COURSE88,Assignment,88.0,2021-05-09
10847,2690,COURSE54,Assignment,82.0,2020-11-08
10848,1669,COURSE85,Quiz,51.0,2020-06-04
10849,1524,COURSE77,Assignment,71.0,2022-10-26
10850,1717,COURSE107,Final Exam,76.0,2024-12-26
10851,1649,COURSE73,Assignment,62.0,2023-09-13
10852,1595,COURSE77,Quiz,59.0,2020-03-16
10853,1006,COURSE112,Assignment,78.0,2020-05-17
10854,2879,COURSE62,Midterm,79.0,2022-03-04
10855,2074,COURSE130,Final Exam,77.0,2023-03-07
10856,1311,COURSE94,Quiz,82.0,2024-06-19
10857,2301,COURSE146,Assignment,71.0,2022-01-07
10858,2494,COURSE120,Assignment,58.0,2023-12-19
10859,2846,COURSE65,Assignment,94.0,2024-11-30
10860,2152,COURSE92,Midterm,75.0,2020-02-02
10861,2128,COURSE142,Midterm,89.0,2021-06-16
10862,2978,COURSE111,Assignment,81.0,2021-10-04
10863,1982,COURSE83,Assignment,70.0,2020-01-12
10864,2457,COURSE109,Quiz,73.0,2020-02-20
10865,1869,COURSE85,Midterm,87.0,2020-03-17
10866,1394,COURSE82,Midterm,72.0,2024-06-13
10867,2686,COURSE132,Midterm,98.0,2021-11-16
10868,1784,COURSE80,Assignment,71.0,2024-04-04
10869,1712,COURSE105,Assignment,67.0,2020-04-21
10870,2770,COURSE58,Assignment,89.0,2022-11-17
10871,2242,COURSE95,Assignment,70.0,2022-06-16
10872,1134,COURSE63,Assignment,69.0,2021-02-06
10873,1011,COURSE60,Assignment,81.0,2023-08-16
10874,1175,COURSE139,Quiz,96.0,2020-10-07
10875,2252,COURSE116,Quiz,91.0,2020-08-20
10876,2081,COURSE120,Final Exam,76.0,2020-07-07
10877,1950,COURSE116,Quiz,73.0,2021-08-21
10878,1099,COURSE113,Final Exam,85.0,2022-01-20
10879,2679,COURSE95,Assignment,73.0,2021-06-20
10880,1683,COURSE95,Quiz,61.0,2023-10-16
10881,2888,COURSE85,Assignment,90.0,2022-08-03
10882,2860,COURSE55,Midterm,74.0,2024-02-06
10883,2720,COURSE135,Midterm,56.0,2020-10-26
10884,2076,COURSE123,Assignment,93.0,2022-07-31
10885,2005,COURSE51,Assignment,74.0,2023-03-31
10886,2178,COURSE141,Final Exam,77.0,2020-02-24
10887,1137,COURSE100,Midterm,88.0,2024-09-04
10888,1409,COURSE111,Midterm,86.0,2022-02-17
10889,1142,COURSE72,Final Exam,81.0,2020-01-21
10890,1840,COURSE140,Quiz,57.0,2023-06-01
10891,1871,COURSE119,Midterm,81.0,2023-05-22
10892,2510,COURSE69,Quiz,70.0,2024-02-16
10893,1800,COURSE147,Quiz,72.0,2020-08-26
10894,1062,COURSE60,Quiz,98.0,2020-08-23
10895,1279,COURSE124,Midterm,88.0,2024-06-04
10896,2479,COURSE82,Assignment,100.0,2024-07-27
10897,1345,COURSE131,Quiz,49.0,2020-06-11
10898,1379,COURSE108,Final Exam,92.0,2021-12-29
10899,2511,COURSE87,Assignment,80.0,2024-05-03
10900,1585,COURSE71,Final Exam,84.0,2021-08-29
10901,1870,COURSE124,Final Exam,77.0,2020-02-03
10902,2453,COURSE127,Assignment,74.0,2024-10-15
10903,2393,COURSE135,Quiz,86.0,2024-03-19
10904,2286,COURSE90,Midterm,98.0,2020-09-15
10905,2407,COURSE90,Assignment,98.0,2021-08-29
10906,1411,COURSE58,Final Exam,82.0,2023-08-04
10907,1723,COURSE57,Assignment,79.0,2024-08-09
10908,2494,COURSE128,Midterm,74.0,2022-08-25
10909,2951,COURSE71,Assignment,81.0,2024-10-02
10910,1999,COURSE65,Final Exam,83.0,2024-01-31
10911,2980,COURSE118,Midterm,77.0,2021-09-28
10912,2494,COURSE71,Midterm,76.0,2022-05-07
10913,1248,COURSE125,Assignment,84.0,2020-12-17
10914,2754,COURSE58,Final Exam,78.0,2020-09-15
10915,1628,COURSE115,Final Exam,78.0,2021-11-18
10916,2536,COURSE104,Quiz,81.0,2024-06-08
10917,1830,COURSE85,Assignment,84.0,2020-04-06
10918,1379,COURSE83,Quiz,86.0,2024-05-11
10919,2174,COURSE142,Final Exam,76.0,2024-02-29
10920,1323,COURSE111,Quiz,74.0,2021-11-25
10921,1341,COURSE113,Final Exam,78.0,2020-04-28
10922,1045,COURSE129,Quiz,94.0,2021-05-23
10923,1652,COURSE118,Quiz,85.0,2021-03-25
10924,1545,COURSE117,Midterm,95.0,2022-05-22
10925,1162,COURSE76,Final Exam,90.0,2023-02-01
10926,2958,COURSE103,Assignment,75.0,2021-04-05
10927,2101,COURSE71,Assignment,66.0,2024-03-16
10928,2381,COURSE108,Quiz,68.0,2022-08-01
10929,1294,COURSE70,Midterm,91.0,2020-12-16
10930,2475,COURSE97,Midterm,73.0,2020-10-22
10931,2860,COURSE110,Midterm,67.0,2021-11-18
10932,1227,COURSE51,Midterm,66.0,2024-08-15
10933,1409,COURSE124,Quiz,83.0,2021-02-27
10934,2017,COURSE67,Final Exam,100.0,2020-07-26
10935,1847,COURSE129,Assignment,78.0,2022-05-19
10936,1567,COURSE97,Final Exam,100.0,2023-05-06
10937,2475,COURSE124,Quiz,69.0,2021-03-16
10938,2243,COURSE139,Final Exam,76.0,2024-04-26
10939,1957,COURSE73,Midterm,79.0,2022-09-16
10940,1891,COURSE122,Quiz,92.0,2023-05-28
10941,2373,COURSE60,Quiz,64.0,2020-04-05
10942,2829,COURSE108,Assignment,83.0,2024-03-18
10943,2315,COURSE128,Final Exam,80.0,2022-08-15
10944,2443,COURSE84,Assignment,80.0,2022-10-17
10945,1395,COURSE115,Midterm,83.0,2024-07-19
10946,2213,COURSE140,Quiz,82.0,2024-04-14
10947,1667,COURSE126,Assignment,64.0,2020-01-29
10948,1543,COURSE57,Midterm,58.0,2020-10-01
10949,1232,COURSE131,Quiz,69.0,2023-08-08
10950,1787,COURSE127,Final Exam,92.0,2023-06-26
10951,2220,COURSE129,Quiz,77.0,2020-04-09
10952,1250,COURSE128,Final Exam,82.0,2021-11-29
10953,2389,COURSE74,Quiz,100.0,2024-01-02
10954,2387,COURSE113,Assignment,88.0,2024-04-11
10955,2305,COURSE86,Midterm,70.0,2021-01-02
10956,1611,COURSE110,Quiz,70.0,2021-10-27
10957,2327,COURSE148,Final Exam,92.0,2021-11-12
10958,1641,COURSE75,Final Exam,87.0,2024-01-30
10959,2615,COURSE132,Assignment,78.0,2023-08-27
10960,2257,COURSE145,Final Exam,83.0,2021-06-11
10961,1821,COURSE140,Midterm,68.0,2022-01-25
10962,1972,COURSE56,Quiz,83.0,2020-12-06
10963,2578,COURSE103,Final Exam,100.0,2022-07-20
10964,2944,COURSE134,Midterm,59.0,2023-06-24
10965,1444,COURSE51,Quiz,74.0,2024-12-15
10966,2372,COURSE106,Quiz,70.0,2024-08-22
10967,2800,COURSE70,Midterm,76.0,2021-08-29
10968,1029,COURSE126,Assignment,87.0,2020-09-15
10969,1536,COURSE103,Quiz,69.0,2022-06-06
10970,2684,COURSE126,Final Exam,95.0,2020-07-30
10971,1208,COURSE53,Assignment,81.0,2023-11-05
10972,2365,COURSE111,Midterm,62.0,2024-06-04
10973,1658,COURSE137,Assignment,84.0,2024-09-30
10974,2096,COURSE60,Final Exam,66.0,2022-06-16
10975,1884,COURSE89,Assignment,96.0,2020-02-17
10976,1107,COURSE106,Midterm,53.0,2022-12-16
10977,1154,COURSE96,Final Exam,87.0,2021-12-03
10978,1373,COURSE135,Quiz,84.0,2021-01-30
10979,1653,COURSE110,Midterm,92.0,2024-08-15
10980,2671,COURSE130,Final Exam,92.0,2023-08-24
10981,1449,COURSE54,Midterm,89.0,2022-11-27
10982,2161,COURSE113,Final Exam,88.0,2023-01-18
10983,2030,COURSE78,Midterm,89.0,2022-06-20
10984,2431,COURSE131,Midterm,66.0,2021-07-04
10985,1209,COURSE146,Quiz,61.0,2022-06-30
10986,1988,COURSE130,Assignment,76.0,2024-09-21
10987,2558,COURSE131,Quiz,76.0,2024-08-09
10988,1775,COURSE118,Midterm,96.0,2023-11-21
10989,1368,COURSE146,Assignment,86.0,2024-07-26
10990,1783,COURSE68,Quiz,80.0,2023-03-13
10991,2538,COURSE98,Quiz,72.0,2024-11-18
10992,2257,COURSE102,Midterm,97.0,2021-05-09
10993,2622,COURSE82,Midterm,68.0,2021-11-08
10994,2468,COURSE135,Final Exam,69.0,2020-08-16
10995,1159,COURSE100,Quiz,74.0,2024-03-03
10996,1591,COURSE72,Assignment,78.0,2020-07-04
10997,2055,COURSE127,Final Exam,88.0,2022-06-16
10998,2205,COURSE147,Final Exam,59.0,2023-04-09
10999,1156,COURSE133,Final Exam,100.0,2022-11-14
11000,1781,COURSE138,Midterm,78.0,2021-01-29
11001,2401,COURSE93,Final Exam,84.0,2023-12-09
11002,2885,COURSE134,Final Exam,75.0,2024-09-29
11003,1923,COURSE64,Final Exam,42.0,2023-08-15
11004,1072,COURSE90,Quiz,100.0,2021-01-09
11005,2349,COURSE110,Final Exam,71.0,2021-09-07
11006,2194,COURSE53,Assignment,69.0,2023-09-09
11007,2431,COURSE94,Midterm,72.0,2021-02-20
11008,1096,COURSE57,Final Exam,64.0,2020-08-18
11009,2573,COURSE147,Midterm,75.0,2024-02-15
11010,1641,COURSE145,Assignment,86.0,2024-03-17
11011,2054,COURSE70,Midterm,86.0,2021-01-30
11012,1399,COURSE145,Quiz,73.0,2020-11-04
11013,1952,COURSE145,Midterm,85.0,2022-11-04
11014,2599,COURSE117,Quiz,68.0,2021-10-16
11015,2913,COURSE142,Assignment,89.0,2023-02-27
11016,2710,COURSE82,Midterm,67.0,2022-12-20
11017,2773,COURSE81,Assignment,100.0,2023-08-29
11018,2633,COURSE125,Quiz,84.0,2020-10-09
11019,1446,COURSE63,Assignment,68.0,2023-09-23
11020,2384,COURSE54,Assignment,80.0,2024-04-02
11021,2762,COURSE57,Assignment,76.0,2024-04-05
11022,2815,COURSE106,Final Exam,86.0,2021-06-01
11023,2893,COURSE118,Final Exam,76.0,2023-02-26
11024,1868,COURSE147,Final Exam,58.0,2021-09-23
11025,2018,COURSE112,Assignment,89.0,2020-01-20
11026,2695,COURSE137,Quiz,97.0,2021-12-05
11027,2380,COURSE72,Assignment,100.0,2021-06-10
11028,2423,COURSE84,Quiz,76.0,2020-09-24
11029,1628,COURSE145,Assignment,82.0,2023-12-30
11030,2971,COURSE68,Midterm,73.0,2020-04-16
11031,2370,COURSE108,Assignment,68.0,2022-12-13
11032,1107,COURSE115,Midterm,71.0,2023-07-06
11033,1505,COURSE72,Assignment,79.0,2020-01-13
11034,1355,COURSE66,Midterm,84.0,2023-06-03
11035,2667,COURSE72,Assignment,58.0,2020-01-05
11036,2361,COURSE65,Final Exam,55.0,2024-09-14
11037,1793,COURSE138,Final Exam,92.0,2024-01-21
11038,2886,COURSE140,Assignment,78.0,2021-08-01
11039,2700,COURSE134,Assignment,89.0,2020-04-08
11040,2962,COURSE70,Final Exam,68.0,2024-11-14
11041,2036,COURSE119,Final Exam,76.0,2021-01-14
11042,2539,COURSE63,Quiz,72.0,2021-09-20
11043,1945,COURSE88,Quiz,87.0,2022-07-26
11044,2632,COURSE114,Quiz,95.0,2021-10-17
11045,1378,COURSE131,Assignment,55.0,2021-10-06
11046,1782,COURSE142,Quiz,90.0,2023-11-29
11047,1811,COURSE147,Assignment,77.0,2023-05-11
11048,1985,COURSE147,Assignment,76.0,2021-11-07
11049,2306,COURSE102,Final Exam,85.0,2020-05-29
11050,2911,COURSE129,Assignment,70.0,2021-11-03
11051,1355,COURSE137,Quiz,82.0,2022-12-07
11052,2314,COURSE122,Midterm,91.0,2023-02-17
11053,1119,COURSE77,Final Exam,75.0,2022-05-14
11054,2555,COURSE88,Midterm,97.0,2024-11-30
11055,2800,COURSE150,Midterm,77.0,2024-03-18
11056,2957,COURSE61,Assignment,88.0,2024-01-14
11057,2417,COURSE99,Quiz,67.0,2022-08-03
11058,2052,COURSE63,Midterm,81.0,2023-08-15
11059,2815,COURSE65,Quiz,84.0,2021-03-25
11060,1656,COURSE100,Final Exam,66.0,2021-05-31
11061,2786,COURSE133,Final Exam,73.0,2020-05-22
11062,1683,COURSE66,Final Exam,73.0,2024-07-17
11063,2698,COURSE108,Quiz,89.0,2023-04-14
11064,2245,COURSE146,Quiz,71.0,2022-05-29
11065,1738,COURSE96,Midterm,74.0,2023-09-27
11066,2150,COURSE111,Final Exam,85.0,2020-10-14
11067,2126,COURSE131,Quiz,65.0,2020-04-25
11068,1916,COURSE133,Final Exam,71.0,2021-03-11
11069,1486,COURSE84,Quiz,68.0,2020-01-12
11070,2207,COURSE119,Quiz,84.0,2020-04-18
11071,2719,COURSE77,Midterm,79.0,2024-09-11
11072,1324,COURSE69,Final Exam,73.0,2023-09-04
11073,2822,COURSE76,Assignment,90.0,2023-11-14
11074,2875,COURSE141,Final Exam,61.0,2023-02-09
11075,2228,COURSE110,Final Exam,78.0,2024-04-01
